id,occasion,city,act,genre,budget
18414,Terraza bar,Carcaixent,Solo,Akoestisch,500
18414,Terraza bar,Carcaixent,Band,Akoestisch,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Jazz,500
18414,Terraza bar,Carcaixent,Solo,Jazz,500
18414,Terraza bar,Carcaixent,Band,Jazz,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Blues,500
18414,Terraza bar,Carcaixent,Solo,Blues,500
18414,Terraza bar,Carcaixent,Band,Blues,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Coverband,500
18414,Terraza bar,Carcaixent,Solo,Coverband,500
18414,Terraza bar,Carcaixent,Band,Coverband,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Singer-songwriter,500
18414,Terraza bar,Carcaixent,Solo,Singer-songwriter,500
18414,Terraza bar,Carcaixent,Band,Singer-songwriter,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Soul,500
18414,Terraza bar,Carcaixent,Solo,Soul,500
18414,Terraza bar,Carcaixent,Band,Soul,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Funk,500
18414,Terraza bar,Carcaixent,Solo,Funk,500
18414,Terraza bar,Carcaixent,Band,Funk,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Swing,500
18414,Terraza bar,Carcaixent,Solo,Swing,500
18414,Terraza bar,Carcaixent,Band,Swing,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Reggae,500
18414,Terraza bar,Carcaixent,Solo,Reggae,500
18414,Terraza bar,Carcaixent,Band,Reggae,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),Bossa nova,500
18414,Terraza bar,Carcaixent,Solo,Bossa nova,500
18414,Terraza bar,Carcaixent,Band,Bossa nova,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),80s,500
18414,Terraza bar,Carcaixent,Solo,80s,500
18414,Terraza bar,Carcaixent,Band,80s,500
18414,Terraza bar,Carcaixent,Ensemble (e.g. duo or trio),90s,500
18414,Terraza bar,Carcaixent,Solo,90s,500
18414,Terraza bar,Carcaixent,Band,90s,500
18415,Cumpleaños ,Majadahonda ,Ensemble (e.g. duo or trio),Flamenco,400
18416,Kermis,Montenaken,Solo,Pop,500
18416,Kermis,Montenaken,Band,Pop,500
18416,Kermis,Montenaken,Solo,Rock,500
18416,Kermis,Montenaken,Band,Rock,500
18416,Kermis,Montenaken,Solo,Coverband,500
18416,Kermis,Montenaken,Band,Coverband,500
18417,Jazzfestival kroegentocht,Gorinchem,Ensemble (e.g. duo or trio),Jazz,650
18417,Jazzfestival kroegentocht,Gorinchem,Ensemble (e.g. duo or trio),Folk,650
18418,festa 50 anni ,santa margherita ligure,DJ,House,300
18419,Bautizo ,Alicante,Ensemble (e.g. duo or trio),Pop,200
18419,Bautizo ,Alicante,Solo,Pop,200
18419,Bautizo ,Alicante,Ensemble (e.g. duo or trio),Latin,200
18419,Bautizo ,Alicante,Solo,Latin,200
18419,Bautizo ,Alicante,Ensemble (e.g. duo or trio),Reggaeton,200
18419,Bautizo ,Alicante,Solo,Reggaeton,200
18420,Boda,Escalona Toledo,Ensemble (e.g. duo or trio),Pop,550
18420,Boda,Escalona Toledo,Solo,Pop,550
18421,Familiefeest bedrijf WBM,Stramproy,Band,Rock,750
18422,verjaardag,Kortenberg,Solo,Akoestisch,300
18422,verjaardag,Kortenberg,Solo,Jazz,300
18422,verjaardag,Kortenberg,Solo,Blues,300
18422,verjaardag,Kortenberg,Solo,Indie Rock,300
18422,verjaardag,Kortenberg,Solo,Easy Listening,300
18422,verjaardag,Kortenberg,Solo,Bossa nova,300
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Pop,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Pop,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Pop,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Pop,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Akoestisch,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Akoestisch,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Akoestisch,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Akoestisch,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Dance,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Dance,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Dance,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Dance,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Coverband,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Coverband,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Coverband,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Coverband,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Rock 'n Roll,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Rock 'n Roll,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Rock 'n Roll,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Rock 'n Roll,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Hard Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Hard Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Hard Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Hard Rock,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Country,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Country,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Country,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Country,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),80s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,80s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,80s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,80s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),90s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,90s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,90s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,90s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Rockabilly,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Rockabilly,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Rockabilly,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Rockabilly,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),70s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,70s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,70s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,70s,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Schlager,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Schlager,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Schlager,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Schlager,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Ensemble (e.g. duo or trio),Austropop,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Solo,Austropop,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,Band,Austropop,1000
18423,Besondere Highlights Bar/ Kneipe,Farchant,DJ,Austropop,1000
18424,Familiehockeytoernooi ,Delft,Band,Pop,200
18424,Familiehockeytoernooi ,Delft,Band,Coverband,200
18424,Familiehockeytoernooi ,Delft,Band,Disco,200
18425,bruiloft,Ridderkerk,DJ,Pop,350
18426,Personeelsfeest,Amstelveen wimbledonpark Zonnehuisgroep  Amstelland de Luwte,DJ,Pop,700
18426,Personeelsfeest,Amstelveen wimbledonpark Zonnehuisgroep  Amstelland de Luwte,DJ,Dance,700
18427,cumpleaños,el barraco avila,Solo,Pop,250
18427,cumpleaños,el barraco avila,Solo,Rock,250
18427,cumpleaños,el barraco avila,Solo,Coverband,250
18428,Geburtstag ,D 57223 Kreuztal,DJ,Techno,1000
18429,fiesta ,Torrelodones madrid,Ensemble (e.g. duo or trio),Pop,400
18429,fiesta ,Torrelodones madrid,Solo,Pop,400
18429,fiesta ,Torrelodones madrid,Ensemble (e.g. duo or trio),Rock,400
18429,fiesta ,Torrelodones madrid,Solo,Rock,400
18430,fiesta de empresa,Madrid,DJ,Pop,500
18430,fiesta de empresa,Madrid,DJ,Rock,500
18430,fiesta de empresa,Madrid,DJ,House,500
18430,fiesta de empresa,Madrid,DJ,Electronic,500
18430,fiesta de empresa,Madrid,DJ,Dance,500
18430,fiesta de empresa,Madrid,DJ,Deep house,500
18430,fiesta de empresa,Madrid,DJ,Latin,500
18430,fiesta de empresa,Madrid,DJ,Disco,500
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Ensemble (e.g. duo or trio),Entertainment,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Solo,Entertainment,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,DJ,Entertainment,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Ensemble (e.g. duo or trio),Swing,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Solo,Swing,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,DJ,Swing,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Ensemble (e.g. duo or trio),Americana,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Solo,Americana,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,DJ,Americana,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Ensemble (e.g. duo or trio),Piano show,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Solo,Piano show,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,DJ,Piano show,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Ensemble (e.g. duo or trio),Muziektheater,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Solo,Muziektheater,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,DJ,Muziektheater,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Ensemble (e.g. duo or trio),Big Band,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,Solo,Big Band,400
18431,Ladiesday tennis. Thema Las Vegas,Rijsbergen ,DJ,Big Band,400
18432,Wedding,Volgograd,Band,Akoestisch,0
18433,St. Patrick's Day,Amsterdam,Solo,Pop,900
18433,St. Patrick's Day,Amsterdam,Band,Pop,900
18433,St. Patrick's Day,Amsterdam,DJ,Pop,900
18433,St. Patrick's Day,Amsterdam,Solo,Rock,900
18433,St. Patrick's Day,Amsterdam,Band,Rock,900
18433,St. Patrick's Day,Amsterdam,DJ,Rock,900
18433,St. Patrick's Day,Amsterdam,Solo,Jazz,900
18433,St. Patrick's Day,Amsterdam,Band,Jazz,900
18433,St. Patrick's Day,Amsterdam,DJ,Jazz,900
18434,Fiesta de navidad,Palma de Mallorca,Solo,Rock,900
18434,Fiesta de navidad,Palma de Mallorca,Band,Rock,900
18434,Fiesta de navidad,Palma de Mallorca,DJ,Rock,900
18434,Fiesta de navidad,Palma de Mallorca,Solo,Akoestisch,900
18434,Fiesta de navidad,Palma de Mallorca,Band,Akoestisch,900
18434,Fiesta de navidad,Palma de Mallorca,DJ,Akoestisch,900
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Pop,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Pop,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Rock,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Rock,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Akoestisch,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Akoestisch,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Blues,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Blues,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Coverband,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Coverband,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Indie Rock,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Indie Rock,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Rock 'n Roll,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Rock 'n Roll,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Hard Rock,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Hard Rock,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Allround,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Allround,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Country,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Country,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Punk,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Punk,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Metal,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Metal,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),80s,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,80s,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Heavy metal,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Heavy metal,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Rockabilly,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Rockabilly,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Ensemble (e.g. duo or trio),Bluegrass,1500
18435,Eine Kneippen-Tour in Bad Iburg,in jeweils einer Gaststätte (Innen/außen),Band,Bluegrass,1500
18436,Gig,London,Band,Rock,0
18436,Gig,London,DJ,Rock,0
18436,Gig,London,Band,Dance,0
18436,Gig,London,DJ,Dance,0
18436,Gig,London,Band,Alternatief,0
18436,Gig,London,DJ,Alternatief,0
18436,Gig,London,Band,Indie Rock,0
18436,Gig,London,DJ,Indie Rock,0
18436,Gig,London,Band,Rap,0
18436,Gig,London,DJ,Rap,0
18436,Gig,London,Band,Hardstyle,0
18436,Gig,London,DJ,Hardstyle,0
18437,Compluealis,Madrid,Solo,Pop,150
18437,Compluealis,Madrid,Solo,Rock,150
18439,Eindfeest zwemclb,Baarn,DJ,Allround,200
18440,DINNER 40 PERS.,HOUTHULST,Ensemble (e.g. duo or trio),Entertainment,400
18440,DINNER 40 PERS.,HOUTHULST,Solo,Entertainment,400
18440,DINNER 40 PERS.,HOUTHULST,Band,Entertainment,400
18441,Mariage,Angers,Band,Gipsy,600
18442,Cumpleaños,Santander,Ensemble (e.g. duo or trio),Pop,250
18442,Cumpleaños,Santander,Solo,Pop,250
18442,Cumpleaños,Santander,Ensemble (e.g. duo or trio),Rock,250
18442,Cumpleaños,Santander,Solo,Rock,250
18442,Cumpleaños,Santander,Ensemble (e.g. duo or trio),Coverband,250
18442,Cumpleaños,Santander,Solo,Coverband,250
18442,Cumpleaños,Santander,Ensemble (e.g. duo or trio),Rock 'n Roll,250
18442,Cumpleaños,Santander,Solo,Rock 'n Roll,250
18442,Cumpleaños,Santander,Ensemble (e.g. duo or trio),80s,250
18442,Cumpleaños,Santander,Solo,80s,250
18442,Cumpleaños,Santander,Ensemble (e.g. duo or trio),90s,250
18442,Cumpleaños,Santander,Solo,90s,250
18443,Pub,Hayes,DJ,Pop,200
18443,Pub,Hayes,DJ,R&B,200
18444,Bruiloft,Driel vlakbij Arnhem,Band,Soul,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,R&B,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,Latin,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,Reggaeton,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,Reggae,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,Dancehall,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,Salsa,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,Bachata,500
18444,Bruiloft,Driel vlakbij Arnhem,Band,Merengue,500
18445,Concierto solidario ,Hospital Vinaroz ,Ensemble (e.g. duo or trio),Akoestisch,50
18446,huiskamerconcert,Amsterdam,Solo,Pop,900
18446,huiskamerconcert,Amsterdam,Band,Pop,900
18446,huiskamerconcert,Amsterdam,DJ,Pop,900
18446,huiskamerconcert,Amsterdam,Solo,Rock,900
18446,huiskamerconcert,Amsterdam,Band,Rock,900
18446,huiskamerconcert,Amsterdam,DJ,Rock,900
18446,huiskamerconcert,Amsterdam,Solo,Akoestisch,900
18446,huiskamerconcert,Amsterdam,Band,Akoestisch,900
18446,huiskamerconcert,Amsterdam,DJ,Akoestisch,900
18446,huiskamerconcert,Amsterdam,Solo,Jazz,900
18446,huiskamerconcert,Amsterdam,Band,Jazz,900
18446,huiskamerconcert,Amsterdam,DJ,Jazz,900
18446,huiskamerconcert,Amsterdam,Solo,House,900
18446,huiskamerconcert,Amsterdam,Band,House,900
18446,huiskamerconcert,Amsterdam,DJ,House,900
18446,huiskamerconcert,Amsterdam,Solo,Electronic,900
18446,huiskamerconcert,Amsterdam,Band,Electronic,900
18446,huiskamerconcert,Amsterdam,DJ,Electronic,900
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Pop,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Hip Hop,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,R&B,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Latin,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Allround,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Entertainment,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Reggaeton,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Dancehall,500
18448,Feest 30 jaar,Goffertstadion Nijmegen,DJ,Levenslied,500
18449,Plechtige communie zoon,Hinterland hotel kasteel alveringem,DJ,Wereldmuziek,00000
18449,Plechtige communie zoon,Hinterland hotel kasteel alveringem,DJ,Klassiek,00000
18450,Vermutada,Reus,DJ,Electronic,150
18451,Fiesta,Sonseca (Toledo),Ensemble (e.g. duo or trio),Pop,200
18451,Fiesta,Sonseca (Toledo),Ensemble (e.g. duo or trio),80s,200
18453,Fiesta club de futbol,Barcelona,DJ,Latin,200
18453,Fiesta club de futbol,Barcelona,DJ,Disco,200
18453,Fiesta club de futbol,Barcelona,DJ,80s,200
18454,Cumpleaños 75,Santa Eulalia del Río,Ensemble (e.g. duo or trio),Rock,500
18454,Cumpleaños 75,Santa Eulalia del Río,Solo,Rock,500
18454,Cumpleaños 75,Santa Eulalia del Río,Band,Rock,500
18454,Cumpleaños 75,Santa Eulalia del Río,DJ,Rock,500
18454,Cumpleaños 75,Santa Eulalia del Río,Ensemble (e.g. duo or trio),Dance,500
18454,Cumpleaños 75,Santa Eulalia del Río,Solo,Dance,500
18454,Cumpleaños 75,Santa Eulalia del Río,Band,Dance,500
18454,Cumpleaños 75,Santa Eulalia del Río,DJ,Dance,500
18454,Cumpleaños 75,Santa Eulalia del Río,Ensemble (e.g. duo or trio),Rock 'n Roll,500
18454,Cumpleaños 75,Santa Eulalia del Río,Solo,Rock 'n Roll,500
18454,Cumpleaños 75,Santa Eulalia del Río,Band,Rock 'n Roll,500
18454,Cumpleaños 75,Santa Eulalia del Río,DJ,Rock 'n Roll,500
18454,Cumpleaños 75,Santa Eulalia del Río,Ensemble (e.g. duo or trio),80s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Solo,80s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Band,80s,500
18454,Cumpleaños 75,Santa Eulalia del Río,DJ,80s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Ensemble (e.g. duo or trio),70s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Solo,70s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Band,70s,500
18454,Cumpleaños 75,Santa Eulalia del Río,DJ,70s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Ensemble (e.g. duo or trio),60s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Solo,60s,500
18454,Cumpleaños 75,Santa Eulalia del Río,Band,60s,500
18454,Cumpleaños 75,Santa Eulalia del Río,DJ,60s,500
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Pop,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Pop,600
18455,Horeca in de kijker zetten,Turnhout,Band,Pop,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Pop,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Rock,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Rock,600
18455,Horeca in de kijker zetten,Turnhout,Band,Rock,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Rock,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Akoestisch,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Akoestisch,600
18455,Horeca in de kijker zetten,Turnhout,Band,Akoestisch,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Akoestisch,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Jazz,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Jazz,600
18455,Horeca in de kijker zetten,Turnhout,Band,Jazz,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Jazz,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),House,600
18455,Horeca in de kijker zetten,Turnhout,Solo,House,600
18455,Horeca in de kijker zetten,Turnhout,Band,House,600
18455,Horeca in de kijker zetten,Turnhout,DJ,House,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Blues,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Blues,600
18455,Horeca in de kijker zetten,Turnhout,Band,Blues,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Blues,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Coverband,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Coverband,600
18455,Horeca in de kijker zetten,Turnhout,Band,Coverband,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Coverband,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Singer-songwriter,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Singer-songwriter,600
18455,Horeca in de kijker zetten,Turnhout,Band,Singer-songwriter,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Singer-songwriter,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Soul,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Soul,600
18455,Horeca in de kijker zetten,Turnhout,Band,Soul,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Soul,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Indie Rock,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Indie Rock,600
18455,Horeca in de kijker zetten,Turnhout,Band,Indie Rock,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Indie Rock,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Funk,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Funk,600
18455,Horeca in de kijker zetten,Turnhout,Band,Funk,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Funk,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Rock 'n Roll,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Rock 'n Roll,600
18455,Horeca in de kijker zetten,Turnhout,Band,Rock 'n Roll,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Rock 'n Roll,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Latin,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Latin,600
18455,Horeca in de kijker zetten,Turnhout,Band,Latin,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Latin,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Disco,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Disco,600
18455,Horeca in de kijker zetten,Turnhout,Band,Disco,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Disco,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Allround,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Allround,600
18455,Horeca in de kijker zetten,Turnhout,Band,Allround,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Allround,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Entertainment,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Entertainment,600
18455,Horeca in de kijker zetten,Turnhout,Band,Entertainment,600
18455,Horeca in de kijker zetten,Turnhout,DJ,Entertainment,600
18455,Horeca in de kijker zetten,Turnhout,Ensemble (e.g. duo or trio),Country,600
18455,Horeca in de kijker zetten,Turnhout,Solo,Country,600
18455,Horeca in de kijker zetten,Turnhout,Band,Country,600
